,Key,Best CJM,Score
200,4,"[((13, 13, 13.5, 14.0, 15), (1, 16, 12, 13, 1)), ((7, 8, 12, 13, 17, 20), (1, 3, 13, 3, 16, 1)), ((7, 8, 12, 13, 17, 18, 20), (1, 3, 13, 3, 16, 6, 1)), ((7, 8, 9, 10, 17, 19, 21), (1, 11, 13, 4, 4, 7, 4)), ((9, 9.5, 10, 17, 18, 19, 20), (1, 11, 3, 15, 1, 11, 1)), ((8, 8.5, 9, 11, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 4, 11, 1, 17, 13, 1)), ((10, 10, 10.5), (1, 16, 1)), ((12, 12.5, 14, 14.5, 16), (1, 13, 11, 1, 1)), ((9, 10, 11, 13, 15, 18, 19), (1, 13, 14, 13, 14, 11, 1)), ((16, 17.0, 17.5, 18.0, 18.5, 19.5, 21), (1, 11, 12, 11, 11, 13, 1)), ((7, 8, 9, 10, 12, 13, 17, 19, 21), (1, 11, 13, 4, 4, 7, 4, 7, 4)), ((6, 6.5, 7, 8, 8.5, 9, 15, 16, 19, 22), (1, 16, 1, 16, 1, 4, 3, 1, 17, 1))]",0.7306841257753834
200,7,"[((8, 8.5, 12, 17, 17, 17, 19, 20), (1, 3, 13, 1, 2, 17, 16, 1)), ((11,), (1,)), ((8, 8, 8.5, 9, 11.5, 13, 14, 17, 18, 20, 20, 23), (1, 6, 1, 1, 4, 4, 4, 4, 4, 13, 19, 1)), ((12, 12, 13, 14, 15), (6, 1, 11, 13, 17)), ((11, 11.5, 13, 14, 16, 16, 17, 17.5), (1, 12, 16, 16, 1, 6, 12, 1)), ((7, 8, 12, 13, 17, 20), (1, 3, 13, 3, 16, 1)), ((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((7, 8, 10, 12, 13, 17, 20), (1, 3, 14, 13, 3, 16, 1)), ((8, 9, 10, 11, 12, 13, 18, 22), (1, 18, 11, 1, 13, 1, 15, 1)), ((8, 9, 10, 11, 13, 18, 22), (1, 18, 11, 1, 1, 15, 1)), ((7, 8, 9, 12, 17, 19, 21), (1, 11, 13, 4, 4, 7, 4)), ((8, 9, 10, 11, 12, 13, 18, 22), (1, 18, 11, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 1, 17, 13, 1)), ((8, 8.5, 11, 12, 12.5, 14, 14.5, 16), (1, 3, 11, 1, 13, 11, 1, 1)), ((7, 8, 9, 12, 13, 17, 20), (1, 3, 13, 13, 3, 16, 1)), ((12, 12.5, 14), (1, 11, 1)), ((6, 8, 9, 13, 15, 19, 21), (1, 16, 1, 18, 1, 13, 1)), ((7, 8, 8.5, 10, 10, 11, 13, 14, 16), (1, 16, 1, 11, 10, 1, 14, 15, 1)), ((6, 8, 9, 13, 15, 19, 21), (1, 16, 1, 18, 1, 13, 1)), ((8, 10, 12, 14, 17, 21), (11, 4, 4, 7, 4, 4)), ((9, 9.5, 10, 11), (1, 19, 7, 1)), ((7, 7.5, 8.0, 10, 11, 12, 12, 13, 14), (1, 6, 1, 18, 6, 13, 3, 6, 1)), ((11, 11.5, 15, 17), (17, 17, 11, 12)), ((6, 7, 8, 10, 11, 13, 13.5, 15, 16, 18), (1, 3, 3, 3, 3, 3, 3, 3, 3, 1)), ((8, 9, 10, 11, 12, 13, 18, 22), (1, 18, 11, 1, 13, 1, 15, 1)), ((18, 19, 19, 20), (1, 11, 1, 1)), ((9, 9.5, 10, 18, 19, 20), (1, 11, 3, 1, 11, 1)), ((10, 10.5, 12, 12.5, 13, 15, 16, 17, 19, 20, 24), (1, 15, 14, 13, 12, 14, 11, 17, 12, 15, 1)), ((16, 16.5, 17, 21), (1, 11, 17, 1)), ((8, 8.5, 9, 11, 11.5, 13, 17, 18, 20, 23), (1, 1, 1, 12, 4, 4, 4, 4, 13, 1)), ((8, 8.5, 11, 12, 12.5, 16), (1, 3, 11, 1, 13, 1)), ((8, 9, 10, 12, 14, 17, 18, 21), (11, 13, 4, 4, 7, 4, 16, 4)), ((8, 8.5, 9, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 1, 17, 13, 1)), ((7, 8, 9, 10, 12, 17, 19, 21), (1, 11, 13, 4, 4, 4, 7, 4)), ((7, 8, 9, 10, 12, 17, 19, 21), (1, 11, 13, 4, 4, 4, 7, 4)), ((7, 7.5, 19), (1, 3, 1))]",0.7255119099795002
200,3,"[((10, 10.5, 11, 18, 19.5, 22, 22), (1, 12, 1, 13, 15, 1, 14)), ((9, 9, 9.5), (1, 8, 19)), ((11, 15), (17, 11)), ((8, 9, 10, 11, 12, 12, 18), (1, 18, 11, 1, 13, 17, 15)), ((8, 9, 11, 13, 18, 22), (1, 18, 1, 1, 15, 1)), ((6, 7, 8, 8.5, 16, 16.5, 18), (1, 13, 6, 1, 6, 11, 1)), ((10, 11, 11, 13, 14), (18, 6, 1, 6, 1)), ((9, 9.5, 10, 14, 17, 17.5, 18, 20), (3, 4, 3, 4, 6, 11, 19, 1)), ((11, 11.5, 13, 13, 13, 14, 15, 16, 17, 17.5), (1, 12, 16, 12, 9, 16, 11, 1, 12, 1)), ((14, 15, 16), (1, 18, 1)), ((6, 7, 7, 8, 8.5, 16, 16.5, 18), (1, 13, 6, 6, 1, 6, 11, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((8, 9, 10, 11, 12, 13, 18, 22), (1, 18, 11, 1, 13, 1, 15, 1)), ((8, 9, 9.5, 10, 14, 15, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 18, 6, 11, 19, 1)), ((12, 12.5, 14), (1, 11, 1)), ((9, 9.5, 11), (1, 19, 1)), ((8, 8.5, 9.0, 9.5, 17, 17.5), (1, 6, 13, 3, 6, 1)), ((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 13, 13, 14, 15, 16, 17, 17.5), (1, 12, 16, 12, 16, 11, 1, 12, 1)), ((19, 19.5, 20.0, 20.5), (1, 11, 13, 1)), ((6, 7, 8, 16, 18), (1, 13, 8, 11, 1)), ((7, 8, 9, 10, 12, 17, 19, 21), (1, 11, 13, 4, 4, 4, 7, 4)), ((7, 8.5, 10, 11, 12, 13, 16), (1, 1, 11, 1, 1, 14, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((6, 7, 8, 10, 11, 12, 13, 13.5, 15, 16, 18), (1, 3, 3, 3, 3, 18, 3, 3, 3, 3, 1)), ((6, 7, 8, 8.5, 16, 18), (1, 13, 6, 1, 6, 1)), ((7, 7.5, 8, 11, 21), (1, 16, 1, 3, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((11, 11.5, 13, 13, 14, 15, 16, 17, 17.5), (1, 12, 16, 12, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 11, 14, 14.5, 15.0, 20), (1, 17, 11, 13, 17, 1)), ((9, 9.5, 10, 17, 17.5, 18, 20), (3, 4, 3, 6, 11, 19, 1)), ((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((12, 13, 15, 16, 18), (1, 19, 13, 17, 1)), ((7, 7.5, 19), (1, 3, 1))]",0.7251356373015126
200,9,"[((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 7, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 19, 19.5, 22), (1, 12, 1, 17, 1, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((7, 7.5, 16), (1, 3, 1))]",0.7211885574022032
200,8,"[((7, 7.5, 8.0, 11, 11, 12, 12, 13, 14, 14), (1, 6, 1, 6, 13, 13, 3, 6, 1, 7)), ((11, 13, 15), (1, 2, 1)), ((6, 6.5, 7, 8, 8.5, 9, 15, 16, 19, 22), (1, 16, 1, 16, 1, 4, 3, 1, 17, 1)), ((6, 7, 8, 10, 11, 13, 13.5, 15, 16, 16, 18), (1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1)), ((8, 8.5, 9, 11, 11.5, 13, 17, 18, 20, 23), (1, 1, 1, 12, 4, 4, 4, 4, 13, 1)), ((6, 6.5, 7, 8, 8.5, 9, 15, 16, 19, 22), (1, 16, 1, 16, 1, 4, 3, 1, 17, 1)), ((9, 9.5, 10, 18, 19, 20), (1, 11, 3, 1, 11, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1))]",0.7209803506480391
200,8,"[((6, 8, 18), (1, 8, 1)), ((16, 16, 17.0, 17.5, 18.0, 18.5, 19.0, 19, 19.5, 21), (1, 1, 11, 12, 11, 11, 1, 16, 13, 1)), ((12, 12, 12.5, 13, 13, 14), (1, 8, 11, 7, 11, 1)), ((7, 8, 9, 10, 12, 13, 17), (1, 3, 13, 2, 13, 3, 16)), ((12, 12, 12, 12), (1, 2, 12, 18)), ((11, 14, 14, 15.0), (17, 11, 14, 17)), ((6, 7, 8, 10, 11, 11, 13, 13, 13.5, 15, 17, 18), (1, 3, 3, 3, 3, 17, 3, 4, 3, 3, 2, 1)), ((10.5, 11, 12, 15, 18, 19, 19.5, 22), (12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 16, 16.5, 18), (6, 1, 6, 11, 1)), ((6, 7, 8, 8.5, 12, 16, 16.5, 18), (1, 13, 6, 1, 2, 6, 11, 1)), ((6, 8, 9, 9, 13, 15, 19, 21), (1, 16, 1, 11, 18, 1, 13, 1)), ((6, 7, 8, 8, 8.5, 16, 16.5, 18), (1, 13, 6, 11, 1, 6, 11, 1)), ((9, 9.5, 11), (1, 19, 1)), ((4, 5, 9, 10, 17, 17.5), (1, 11, 4, 3, 1, 1)), ((6, 7, 7, 7, 8, 10, 11, 13, 15, 16, 18), (1, 3, 10, 2, 3, 3, 3, 3, 3, 3, 1)), ((7, 7.5, 13, 16), (1, 3, 18, 1)), ((7, 7.5, 16), (1, 3, 1)), ((16.5, 17.0, 17.5, 18.5, 19.0, 19.5, 21), (14, 11, 12, 11, 1, 13, 1)), ((4, 5, 9, 10, 17, 17, 17.5), (1, 11, 4, 3, 1, 14, 1)), ((12, 13, 14, 17, 20), (13, 3, 14, 16, 1)), ((7, 7.5, 8, 10, 11, 12, 13, 14), (1, 6, 7, 18, 6, 13, 6, 1)), ((16.5, 17.0, 17.5, 18.5, 19.0, 19.5, 21), (14, 11, 12, 11, 1, 13, 1)), ((16, 16.5, 17, 21), (1, 11, 17, 1)), ((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((6, 7, 8, 10, 11, 13, 15, 16), (1, 3, 3, 3, 3, 3, 3, 3)), ((12, 12.5, 14), (1, 11, 1)), ((7, 7.5, 8.0, 10, 11, 12, 13, 14), (1, 6, 1, 18, 6, 13, 6, 1)), ((8, 9, 9.5, 10, 14, 15, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 6, 11, 19, 1)), ((6, 7, 8, 10, 11, 13, 15, 16, 18), (17, 3, 3, 3, 3, 3, 3, 3, 1)), ((9, 9.5, 10, 16, 18, 19, 20), (1, 11, 3, 12, 1, 11, 1)), ((7, 7.5, 8, 10, 11, 12, 13, 14), (1, 6, 7, 18, 6, 13, 6, 1)), ((9, 10, 11, 13, 15, 18, 19), (1, 13, 14, 13, 14, 11, 1)), ((7, 8, 9, 10, 12, 17, 19, 21), (1, 11, 13, 4, 4, 4, 7, 4)), ((16, 16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19, 19.5, 21), (1, 1, 14, 11, 12, 11, 11, 1, 16, 13, 1)), ((11, 12, 13, 14, 16), (1, 6, 11, 13, 1)), ((16.5, 17.0, 17.5, 18.5, 19.0, 19.5, 21), (14, 11, 12, 11, 1, 13, 1)), ((10, 10.5, 11.0, 12, 13, 14, 17), (1, 14, 17, 13, 11, 17, 1)), ((16, 16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19, 19.5, 21), (1, 1, 14, 11, 12, 11, 11, 1, 16, 13, 1)), ((10, 11, 14, 14.5, 15.0, 20), (1, 17, 11, 13, 17, 1)), ((4, 4.5, 10, 11, 11.5, 13, 14, 14, 18), (3, 1, 18, 18, 1, 11, 11, 5, 3)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((7, 8, 8.5, 10, 11, 13, 14, 16), (1, 16, 1, 11, 1, 14, 15, 1)), ((8, 8.5, 9, 11, 11.5, 13, 17, 18, 20, 23), (1, 1, 1, 12, 4, 4, 4, 4, 13, 1))]",0.7200260710679599
200,10,"[((6, 6.5, 7, 8, 8.5, 9, 15, 16, 19, 22), (1, 16, 1, 16, 1, 4, 3, 1, 17, 1)), ((10, 10.5, 12, 12.5, 13, 15, 16, 17, 20, 24), (1, 15, 14, 13, 12, 14, 11, 17, 15, 1)), ((4, 4.5, 10, 11, 11.5, 12.0, 13, 14, 14.5, 18), (3, 1, 18, 18, 1, 1, 11, 11, 1, 3)), ((8, 8.5, 9, 11, 11.5, 13, 17, 18, 20, 23), (1, 1, 1, 12, 4, 4, 4, 4, 13, 1)), ((6, 7, 8, 10, 11, 13, 13.5, 15, 16, 18), (1, 3, 3, 3, 3, 3, 3, 3, 3, 1)), ((14, 15, 16), (1, 18, 1))]",0.7186678175605044
200,6,"[((7, 8, 9, 10, 10, 12, 16, 17, 19, 21), (1, 11, 13, 4, 5, 4, 16, 4, 7, 4)), ((6, 6, 7, 7, 8, 8.5, 16), (1, 2, 13, 13, 6, 1, 6)), ((16, 16.5, 17, 21), (1, 11, 17, 1)), ((6, 7, 7), (1, 1, 14)), ((8, 8.5, 11, 12, 12, 16), (1, 3, 11, 1, 9, 1)), ((8, 11, 14, 16), (1, 11, 11, 1)), ((8, 8.5, 12, 14, 16), (1, 3, 1, 11, 1)), ((10, 11, 14.5, 15.0, 20), (1, 17, 13, 17, 1)), ((8, 8.5, 11, 12, 14, 16), (1, 3, 11, 1, 11, 1)), ((7, 8.0, 10, 11, 12, 12, 13, 14), (1, 1, 18, 6, 13, 8, 6, 1)), ((6, 7), (1, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((6, 7), (1, 1)), ((7, 8, 8.5, 10, 11, 13, 14, 16), (1, 16, 1, 11, 1, 14, 15, 1)), ((7, 8, 12, 13, 13, 17, 20, 20), (1, 3, 13, 3, 19, 16, 1, 5)), ((12, 12.5, 14, 14.5, 16), (1, 13, 11, 1, 1)), ((6,), (1,)), ((7, 8, 8.5, 10, 11, 13, 14, 16), (1, 16, 1, 11, 1, 12, 15, 1)), ((7, 8, 8.5, 10, 11, 13, 14, 16), (1, 16, 1, 11, 1, 14, 15, 1)), ((8, 8.5, 9, 11, 11.5, 13, 17, 18, 20, 23), (1, 1, 1, 12, 4, 4, 4, 4, 13, 1)), ((8, 8.5, 11, 12, 12.5, 14, 14.5, 16), (1, 3, 11, 1, 13, 11, 1, 1)), ((19, 19.5, 20.0, 20.5), (1, 11, 13, 1)), ((7, 12, 13, 17, 20), (1, 13, 3, 16, 1)), ((7, 8, 8.5, 10, 11, 13, 14, 14, 16), (1, 16, 1, 11, 1, 14, 15, 18, 1)), ((8, 8.5, 11, 12, 14, 16), (1, 3, 11, 1, 11, 1)), ((8, 8.5, 11, 12, 14, 16), (1, 3, 11, 1, 11, 1)), ((10, 11), (1, 1)), ((8, 8.5, 12, 13, 15, 17, 20), (1, 3, 13, 3, 8, 1, 1)), ((11, 13, 14, 16), (1, 11, 13, 1)), ((7, 8, 12, 13, 17, 20), (1, 3, 13, 3, 16, 1)), ((7, 7.5, 16), (1, 3, 1)), ((6, 8, 9, 13, 15, 19, 21), (1, 16, 1, 18, 1, 13, 1)), ((7, 8, 12, 13, 20), (1, 3, 13, 3, 1)), ((7, 8, 8.5, 10, 11, 13, 14, 16), (1, 16, 1, 11, 1, 14, 15, 1)), ((7, 8, 9, 10, 12, 17, 19, 21), (1, 11, 13, 4, 4, 4, 7, 4)), ((6, 7), (1, 1)), ((12, 12.5, 14), (1, 11, 1)), ((6, 6.5, 7, 8, 8.5, 9, 15, 16, 19, 22), (1, 16, 1, 16, 1, 4, 3, 1, 17, 1))]",0.7169566711638425
200,4,"[((13, 14.0, 14, 15), (1, 13, 5, 1)), ((12, 13, 14, 15, 16, 18), (1, 19, 10, 13, 17, 1)), ((11.5, 12.0, 12, 13, 14, 15, 16, 17, 17.5), (12, 1, 16, 16, 16, 11, 1, 12, 1)), ((6, 7, 8, 10, 11, 13, 13.5, 15, 16, 18), (1, 3, 3, 3, 3, 3, 3, 3, 3, 1)), ((6, 7, 8, 10, 11, 13, 13.5, 15, 16, 18), (1, 3, 3, 3, 3, 3, 3, 3, 3, 1))]",0.7005522356700601
200,10,"[((10, 10.5, 12, 12.5, 13, 15, 16, 17, 20, 24), (1, 15, 14, 13, 12, 14, 11, 17, 15, 1)), ((8.5, 9, 11, 11.5, 17, 18, 20, 23), (1, 1, 12, 4, 4, 4, 13, 1)), ((9, 11), (1, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((9, 10, 11, 13, 15, 16, 18, 18, 19), (1, 13, 14, 13, 14, 5, 11, 8, 1)), ((13, 13, 13.5, 14.0, 14, 15, 15), (1, 6, 12, 13, 6, 1, 1)), ((7, 8, 9, 10, 12, 17, 19, 21), (1, 11, 13, 4, 4, 4, 7, 4)), ((19.5, 20.5), (11, 1)), ((10, 10.5, 11.0, 12, 14, 17), (1, 14, 17, 13, 17, 1)), ((12, 12.5, 14, 14.5, 15, 16), (1, 13, 11, 1, 4, 1)), ((12, 15, 16, 18), (1, 13, 17, 1)), ((12, 12.5, 13, 14), (1, 11, 6, 1)), ((6, 7, 8, 8.5, 16.5, 18), (1, 13, 6, 1, 11, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((7, 7.5, 19), (1, 3, 1)), ((19, 19.5, 20.0, 20.5), (1, 11, 13, 1)), ((12, 12.5, 14, 14.5, 15, 16), (1, 13, 11, 1, 8, 1)), ((12, 12.5, 14, 14.5, 16), (1, 13, 11, 1, 1))]",0.6845205015934683
