Key,Best CJM,Score
5,"[((6, 7, 8, 16, 18), (1, 13, 8, 11, 1)), ((12, 13, 15, 16, 18), (1, 19, 13, 17, 1)), ((11, 12, 13, 14, 16), (1, 6, 11, 13, 1)), ((12, 12.5, 14, 14.5, 16), (1, 13, 11, 1, 1)), ((7, 7.5, 8, 11, 21), (1, 16, 1, 3, 1))]",0.40787261405706854
9,"[((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((8, 8.5), (1, 3))]",0.5012796030633555
9,"[((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((8, 8.5), (1, 3))]",0.5012796030633555
9,"[((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((8, 8.5), (1, 3))]",0.5012796030633555
9,"[((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((8, 8.5), (1, 3))]",0.5012796030633555
9,"[((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((8, 8.5), (1, 3))]",0.5012796030633555
9,"[((16, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 21), (1, 14, 11, 12, 11, 11, 1, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((8, 9, 9.5, 10, 14, 17, 17.5, 18, 20), (1, 3, 4, 3, 4, 6, 11, 19, 1)), ((10, 10.5, 11, 12, 15, 18, 19, 19.5, 22), (1, 12, 1, 17, 1, 13, 1, 15, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1)), ((8, 8.5), (1, 3))]",0.5012796030633555
4,"[((13, 14.0), (1, 13)), ((18, 18.5, 19, 19, 20), (1, 9, 11, 5, 1)), ((19.5, 20.0, 20.5), (11, 13, 1)), ((16, 16, 17, 21), (1, 18, 17, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1))]",0.5558016433251597
4,"[((13, 14.0), (1, 13)), ((18, 18.5, 19, 19, 20), (1, 9, 11, 5, 1)), ((19.5, 20.0, 20.5), (11, 13, 1)), ((16, 16, 17, 21), (1, 18, 17, 1)), ((8, 8.5, 9, 11, 11.5, 12.0, 13, 17, 19), (1, 11, 13, 11, 11, 1, 17, 13, 1))]",0.5558016433251597
10,"[((6, 6.5, 7, 8, 8.5, 9, 15, 16, 19, 22), (1, 16, 1, 16, 1, 4, 3, 1, 17, 1)), ((8, 8.5, 9, 11, 11.5, 13, 17, 20, 23), (1, 1, 1, 12, 4, 4, 4, 13, 1)), ((6, 7, 8, 10, 11, 13, 13.5, 15, 16, 18, 18), (1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 14)), ((8, 9, 11, 11.5, 12.0, 13, 13, 17, 19), (1, 13, 11, 11, 1, 17, 18, 13, 1)), ((11, 11.5, 12.0, 13, 14, 15, 16, 17, 17.5), (1, 12, 1, 16, 16, 11, 1, 12, 1)), ((18, 18.5, 19, 20), (1, 9, 11, 1))]",0.7035658109003537
