10,10.5,16
1,19,1
7,9,21
3,1,3
9,9.5,15
1,8,1
11,12,24
1,3,1
6,6.5,7,8,8.5,9,15,16,19,22
1,16,1,16,1,4,3,1,17,1
15,15.5,17
1,18,1
15,15.5,17
1,97,1
9,9.5,10,11
1,18,11,1
8,9,10,11,12,13,18,22
1,18,11,1,13,1,15,1
8,8.5,11,12,12.5,14,14.5,16
1,3,11,1,13,11,1,1
12,12.5,14,14.5,16
1,13,11,1,1
8,10,20
16,3,1
7,7.5,8,11,21
1,16,1,3,1
7,8,12,13,19
1,3,11,3,1
16,16.5,17
3,11,1
8,8.5,9.0,9.5,17,17.5
1,6,13,3,6,1
7,8,9,10,12,17,19,21
1,11,13,4,4,4,7,4
8,8.5,12,13,17,19,20
1,3,13,3,1,16,1
13,13.5,14.0
1,3,1
7,7.5,19
1,3,1
8,8.5,14,15,17
1,3,4,3,1
10,10.5,12,12.5,13,15,16,17,20,24
1,15,14,13,12,14,11,17,15,1
10,11,14,14.5,15.0,20
1,17,11,13,17,1
10,10.5,11.0,12,13,14,17
1,14,17,13,11,17,1
10,11
1,1
10,11
1,1
8,9,17,18,18.5
1,3,7,7,1
10,10.5,11,11.5
1,3,12,1
9,10,11,11.5,22
3,3,14,3,1
10,10.5,16
1,3,1
6,7,8,8.5,16,16.5,18
1,13,6,1,6,11,1
6,7,8,16,18
1,13,8,11,1
6,7,8,16,18
1,13,8,11,1
7,7.5,16,20
1,3,1,16
6,7,18
1,3,1
11,11.5,12.0,13,14,15,16,17,17.5
1,12,1,16,16,11,1,12,1
13,13.5,14.0
1,16,1
12,12.5,13.0
1,16,1
12,12.5,14
1,13,1
10,10.5,15
1,11,1
11,11.5,12,17,18
1,11,1,11,1
4,11,12
11,11,1
10,10.5,14,15
1,11,11,1
16,17,18
1,11,1
9,9.5,11
1,19,1
9,9.5,11
1,19,1
7,10,14,16,17
1,1,15,15,1
6,8,9,13,15,19,21
1,16,1,18,1,13,1
10,10.5,16,17,18
1,5,11,11,1
8,9,18,19
16,3,11,1
9,10,11,13,15,18,19
1,13,14,13,14,11,1
12,12.5,13,14,15,15.5,16.0
1,11,11,19,13,11,1
9,9.5,11,11.5,12.0,12.5,13
1,18,18,18,17,13,1
4,5,9,10,17,17.5
1,11,4,3,1,1
4,4.5,8,20
1,11,17,1
4,5,8,8.5
1,11,1,1
14,15,16
1,18,1
14,15,16
1,18,1
7,7.5,19,22,24
1,3,1,16,1
9,9.5,17,18
1,8,13,1
7,7.5,8,9,9.5
1,16,17,1,1
14,14.5,15
1,11,1
14,14.5,15
1,11,1
7,8,9,18
1,6,3,1
7,7.5,16,17
1,3,6,1
7,8,9,16,17,17.5,18
1,7,8,7,1,17,1
11,13,17
1,15,1
9,9.5,10,18,19,20
1,11,3,1,11,1
7,8,12,13,17,20
1,3,13,3,16,1
8,8.5,12,13,17
1,3,13,3,1
10,10.5,13,14,14.5,15,19
1,1,11,11,1,1,1
4,4.5,10,11,11.5,12.0,13,14,14.5,18
3,1,18,18,1,1,11,11,1,3
13,13.5,14,14.5
1,11,11,1
15,15.5,20
1,3,1
7,8,9,15,22
1,4,3,1,17
10,10.5,13,18,19,22
17,15,17,17,13,1
10,10.5,13,18,19,22
17,15,17,17,13,17
11,11.5,19,19.5
1,15,15,1
5,5.5,7,15,20
1,19,3,3,1
10,10.5,11,11.5,12.0
1,11,4,11,1
8,8.5,18
1,15,1
10,10.5,11,12
1,3,11,1
9,10,12
11,11,1
9,10,12
1,11,1
16,16.5,20
1,3,1
7,8,8.5,9.0,11,11.5,12,13,13.5,15,15.5
1,6,6,1,6,13,1,6,1,6,1
8,8.5,12,13,18
1,3,18,3,1
8,9,9.5,10,14,17,17.5,18,20
1,3,4,3,4,6,11,19,1
8,9,11,17
1,15,3,1
14,14.5,16
1,13,1
14,14.5,16
1,13,1
10,10.5,11,12,15,18,19,19.5,22
1,12,1,17,1,13,1,15,1
8,8.5,9,11,11.5,13,17,18,20,23
1,1,1,12,4,4,4,4,13,1
8,8.5,9,11,11.5,12,19
1,1,1,14,6,1,1
7,7.5,8.0,10,11,12,13,14
1,6,1,18,6,13,6,1
6,7,12,13,16,16.5,17
1,3,13,3,6,11,1
7,7.5,15,16,17
1,8,8,11,1
8,8.5,17,19
1,8,1,1
8,8.5,9,11,11.5,12.0,13,17,19
1,11,13,11,11,1,17,13,1
15,15.5,17
1,19,1
10,10.5,12,14
1,12,11,1
11,12,13,14,16,19,22
1,11,11,13,1,17,1
10,10.5,11,13,14,16,19,22
1,13,11,11,13,1,17,1
6,7,9,10,10.5,12,13
1,16,1,11,1,14,1
10,10.5,13
1,16,1
8,9,15
1,3,1
7,8,14,19
1,3,3,1
7,7.5,14,15,17,18,21,22
1,3,16,3,1,3,19,1
7,7.5,8,8.5,14,15,15.5
5,6,11,1,11,6,5
7,7.5,16
1,8,1
7,7.5,15
1,8,1
8,9,12,12.5,18
1,3,13,3,1
8,8.5,10,13,14,16,17
1,16,1,11,1,16,1
9,9.5,10.0
1,11,1
12,12.5,13,15
17,11,17,1
10,10.5,11,23
1,11,3,1
10,10.5,15,16
1,1,14,1
7,7.5,8,19,19.5
1,16,1,16,1
15,15.5,17,19,21
1,12,1,1,17
10,11,11.5,12,13
1,12,14,11,1
13,13.5,14,15,15.5,16.0,16.5
1,11,11,14,14,13,1
7,9,13,13.5,14,18
1,3,11,11,3,1
10,10.5
1,1
9,9.5,10,12,13,14,16,18,21
1,13,1,13,14,1,6,13,1
10,10.5,12,13
1,5,5,1
8,8.5,9,18,19,22
1,13,3,1,13,1
11,11.5,18
1,3,1
5,5.5,17
1,3,1
10,10.5,13,16,16.5
1,16,1,14,1
11,11.5,13,13.5,14.0
1,16,11,11,1
11,14,15,16,18,20,22
17,1,12,1,17,13,17
11,11.5,12,15,15.5,16.0,17,18,19
1,11,1,13,11,1,15,13,1
9,9.5,10.0,10.5,17,18,19
2,6,12,2,15,13,1
9,9.5,17,18,19
1,8,15,13,1
9,10,12,15,17,19,20
1,13,15,13,3,11,2
12,12.5,17
